date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:59:28	163559/163559	---M--	200	added ('OK')			ftp://ftp.ai.mit.edu/people/bkph/ps7-robot.pdf	srv/ftp.ai.mit.edu/people/bkph/ps7-robot.pdf	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/)
17:59:29	12906/12906	---M--	200	added ('OK')	text/html	etag:%22326a-332f3f6314dc0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/objtypes.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/objtypes.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/)
17:59:30	4415/4415	---M--	200	added ('OK')	text/html	etag:%22113f-332f3f6220b80%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/setup.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/setup.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/)
17:59:31	4440/4440	---M--	200	added ('OK')	text/html	etag:%221158-332f3f6220b80%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/search-rooms.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/search-rooms.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/)
17:59:33	263674/263674	---M--	200	added ('OK')	application/postscript	etag:%22405fa-332f3f4a49340%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/ps6-search.ps	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/ps6-search.ps	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/)
17:59:33	5923/5923	---M--	200	added ('OK')	text/html	etag:%221723-332f3f4b3d580%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/ps6-search/ps6-search.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/ps6-search/ps6-search.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/)
17:59:34	32500/32500	---M--	200	added ('OK')	application/x-dvi	etag:%227ef4-332f3f4b3d580%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/ps6-search.dvi	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/ps6-search.dvi	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/)
17:59:35	6056/6056	---M--	200	added ('OK')	application/x-gzip	etag:%2217a8-332f3f50f6300%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/ps6.tar.gz	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/ps6.tar.gz	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/)
17:59:36	6221/6221	---M--	200	added ('OK')	application/zip	etag:%22184d-332f3f50f6300%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/ps6.zip	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/ps6.zip	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/)
17:59:37	5821/5821	---M--	200	added ('OK')	text/html	etag:%2216bd-332f3f50020c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/search.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/search.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/)
17:59:38	127511/127511	---M--	200	added ('OK')			ftp://ftp.ai.mit.edu/people/bkph/ps6-search.pdf	srv/ftp.ai.mit.edu/people/bkph/ps6-search.pdf	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps6web/)
17:59:38	8716/8716	---M--	200	added ('OK')	text/html	etag:%22220c-332f3f771bd00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps5web/ps5-code.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps5web/ps5-code.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps5web/)
17:59:40	243524/243524	---M--	200	added ('OK')	application/postscript	etag:%223b744-332f3f2423940%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/ps4-aliens.ps	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/ps4-aliens.ps	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/)
17:59:40	4766/4766	---M--	200	added ('OK')	text/html	etag:%22129e-332f3f12f90c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/ps4-aliens/ps4-aliens.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/ps4-aliens/ps4-aliens.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/)
17:59:41	26444/26444	---M--	200	added ('OK')	application/x-dvi	etag:%22674c-332f3f12f90c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/ps4-aliens.dvi	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/ps4-aliens.dvi	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/)
17:59:42	1855/1855	---M--	200	added ('OK')	application/x-gzip	etag:%2273f-332f3f2423940%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/ps4.tar.gz	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/ps4.tar.gz	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/)
17:59:43	2091/2091	---M--	200	added ('OK')	application/zip	etag:%2282b-332f3f18b1e40%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/ps4.zip	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/ps4.zip	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/)
17:59:43	146715/146715	---M--	200	added ('OK')			ftp://ftp.ai.mit.edu/people/bkph/ps4-aliens.pdf	srv/ftp.ai.mit.edu/people/bkph/ps4-aliens.pdf	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/)
17:59:44	4423/4423	---M--	200	added ('OK')	text/html	etag:%221147-332f3f18b1e40%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/aliens.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/aliens.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps4web/)
17:59:46	254139/254139	---M--	200	added ('OK')	application/postscript	etag:%223e0bb-332f3f5f444c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/ps3-hend.ps	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/ps3-hend.ps	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/)
17:59:46	3430/3430	---M--	200	added ('OK')	text/html	etag:%22d66-332f3f51ea540%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/ps3-hend/ps3-hend.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/ps3-hend/ps3-hend.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/)
17:59:47	19672/19672	---M--	200	added ('OK')	application/x-dvi	etag:%224cd8-332f3f6038700%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/ps3-hend.dvi	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/ps3-hend.dvi	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/)
17:59:48	3205/3205	---M--	200	added ('OK')	application/x-gzip	etag:%22c85-332f3f5f444c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/ps3.tar.gz	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/ps3.tar.gz	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/)
17:59:49	3640/3640	---M--	200	added ('OK')	application/zip	etag:%22e38-332f3f612c940%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/ps3.zip	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/ps3.zip	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/)
17:59:49	181263/181263	---M--	200	added ('OK')			ftp://ftp.ai.mit.edu/people/bkph/ps3-hend.pdf	srv/ftp.ai.mit.edu/people/bkph/ps3-hend.pdf	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/)
17:59:50	7252/7252	---M--	200	added ('OK')	text/html	etag:%221c54-332f3f6038700%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/hend.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/hend.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps3web/)
17:59:52	377808/377808	---M--	200	added ('OK')	application/postscript	etag:%225c3d0-332f3f2ea1200%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-elgamal.ps	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-elgamal.ps	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/)
17:59:52	3036/3036	---M--	200	added ('OK')	text/html	etag:%22bdc-332f3f2f95440%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-elgamal/ps2-elgamal.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-elgamal/ps2-elgamal.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/)
17:59:53	42696/42696	---M--	200	added ('OK')	application/x-dvi	etag:%22a6c8-332f3f42a8140%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-elgamal.dvi	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-elgamal.dvi	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/)
17:59:54	3885/3885	---M--	200	added ('OK')	application/x-gzip	etag:%22f2d-332f3f3a12d00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2.tar.gz	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2.tar.gz	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/)
17:59:55	4093/4093	---M--	200	added ('OK')	application/zip	etag:%22ffd-332f3f3a12d00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2.zip	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2.zip	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/)
17:59:55	241434/241434	---M--	200	added ('OK')			ftp://ftp.ai.mit.edu/people/bkph/ps2-elgamal.pdf	srv/ftp.ai.mit.edu/people/bkph/ps2-elgamal.pdf	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/)
17:59:56	9650/9650	---M--	200	added ('OK')	text/html	etag:%2225b2-332f3f3b06f40%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/elgamal.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/elgamal.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/)
17:59:57	1815/1815	---M--	200	added ('OK')	text/html	etag:%22717-332f3f3bfb180%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node1.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node1.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/solutions.html)
17:59:58	2282/2282	---M--	200	added ('OK')	text/html	etag:%228ea-332f3f3bfb180%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node2.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node2.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/solutions.html)
17:59:59	2182/2182	---M--	200	added ('OK')	text/html	etag:%22886-332f3f3bfb180%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node3.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node3.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/solutions.html)
18:00:00	1593/1593	---M--	200	added ('OK')	text/html	etag:%22639-332f3f3bfb180%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node4.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node4.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/solutions.html)
18:00:01	3009/3009	---M--	200	added ('OK')	text/html	etag:%22bc1-332f3f3bfb180%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node5.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node5.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/solutions.html)
18:00:02	2462/2462	---M--	200	added ('OK')	text/html	etag:%2299e-332f3f3cef3c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node6.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node6.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/solutions.html)
18:00:03	2529/2529	---M--	200	added ('OK')	text/html	etag:%229e1-332f3f3de3600%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node7.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node7.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/solutions.html)
18:00:04	1883/1883	---M--	200	added ('OK')	text/html	etag:%2275b-332f3f3de3600%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node8.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node8.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/solutions.html)
18:00:05	4085/4085	---M--	200	added ('OK')	text/html	etag:%22ff5-332f3f3de3600%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node9.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node9.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/solutions.html)
18:00:06	1721/1721	---M--	200	added ('OK')	text/html	etag:%226b9-332f3f3de3600%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node10.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node10.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/solutions.html)
18:00:07	1976/1976	---M--	200	added ('OK')	text/html	etag:%227b8-332f3f3ed7840%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node11.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/node11.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps2web/ps2-solutions/solutions.html)
18:00:09	468372/468372	---M--	200	added ('OK')	application/postscript	etag:%2272594-332f3effe63c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/ps1-intro.ps	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/ps1-intro.ps	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/)
18:00:09	5759/5759	---M--	200	added ('OK')	text/html	etag:%22167f-332f3effe63c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/ps1-intro/ps1-intro.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/ps1-intro/ps1-intro.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/)
18:00:10	51492/51492	---M--	200	added ('OK')	application/x-dvi	etag:%22c924-332f3f096fa40%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/ps1-intro.dvi	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/ps1-intro.dvi	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/)
18:00:11	21314/21314	---M--	200	added ('OK')	application/x-gzip	etag:%225342-332f3ef568b00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/ps1.tar.gz	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/ps1.tar.gz	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/)
18:00:12	20945/20945	---M--	200	added ('OK')	application/zip	etag:%2251d1-332f3f096fa40%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/ps1.zip	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/ps1.zip	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/)
18:00:13	344/344	---M-Z	200	added ('OK')	text/css	etag:%22158-332f3fcbfc540-gzip%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/ps12-reg.css	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/ps12-reg.css	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/ps12-reg.html)
18:00:13	227815/227815	---M--	200	added ('OK')			ftp://ftp.ai.mit.edu/people/bkph/ps1-intro.pdf	srv/ftp.ai.mit.edu/people/bkph/ps1-intro.pdf	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/)
18:00:14	4369/4369	---M--	200	added ('OK')	text/html	etag:%221111-332f3fcbfc540%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/node1.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/node1.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/ps12-reg.html)
18:00:15	1533/1533	---M--	200	added ('OK')	text/html	etag:%225fd-332f3fcde49c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/footnode.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/footnode.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/ps12-reg.html)
18:00:16	13301/13301	---M--	200	added ('OK')	text/html	etag:%2233f5-332f3fcbfc540%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/node2.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/node2.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/ps12-reg.html)
18:00:17	2431/2431	---M--	200	added ('OK')	text/html	etag:%2297f-332f3fccf0780%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/node3.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/node3.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/ps12-reg.html)
18:00:18	344/344	---M-Z	200	added ('OK')	text/css	etag:%22158-332f3f7be0840-gzip%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/ps11.css	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/ps11.css	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/ps11.html)
18:00:19	3748/3748	---M--	200	added ('OK')	text/html	etag:%22ea4-332f3f7be0840%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/node1.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/node1.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/ps11.html)
18:00:20	6757/6757	---M--	200	added ('OK')	text/html	etag:%221a65-332f3f7cd4a80%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/node2.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/node2.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/ps11.html)
18:00:21	4057/4057	---M--	200	added ('OK')	text/html	etag:%22fd9-332f3f7cd4a80%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/node3.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/node3.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/ps11.html)
18:00:22	2439/2439	---M--	200	added ('OK')	text/html	etag:%22987-332f3f7cd4a80%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/node4.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/node4.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/ps11.html)
18:00:23	344/344	---M-Z	200	added ('OK')	text/css	etag:%22158-332f3fbad1cc0-gzip%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/ps10-tool.css	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/ps10-tool.css	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/ps10-tool.html)
18:00:24	10584/10584	---M--	200	added ('OK')	text/html	etag:%222958-332f3fb7f5600%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/node1.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/node1.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/ps10-tool.html)
18:00:25	2510/2510	---M--	200	added ('OK')	text/html	etag:%229ce-332f3fbad1cc0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/footnode.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/footnode.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/ps10-tool.html)
18:00:26	15240/15240	---M--	200	added ('OK')	text/html	etag:%223b88-332f3fb8e9840%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/node2.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/node2.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/ps10-tool.html)
18:00:27	9806/9806	---M--	200	added ('OK')	text/html	etag:%22264e-332f3fb8e9840%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/node3.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/node3.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/ps10-tool.html)
18:00:28	6845/6845	---M--	200	added ('OK')	text/html	etag:%221abd-332f3fb8e9840%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/node4.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/node4.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/ps10-tool.html)
18:00:29	2472/2472	---M--	200	added ('OK')	text/html	etag:%229a8-332f3fb9dda80%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/node5.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/node5.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/ps10-tool.html)
18:00:30	344/344	---M-Z	200	added ('OK')	text/css	etag:%22158-332f3fa7befc0-gzip%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/ps8-speech.css	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/ps8-speech.css	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/ps8-speech.html)
18:00:31	5925/5925	---M--	200	added ('OK')	text/html	etag:%221725-332f3fa4e2900%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/node1.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/node1.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/ps8-speech.html)
18:00:32	58837/58837	---M--	200	added ('OK')	image/gif	etag:%22e5d5-332f3faa9b680%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/img1.gif	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/img1.gif	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/ps8-speech.html)
18:00:33	6620/6620	---M--	200	added ('OK')	text/html	etag:%2219dc-332f3fa5d6b40%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/node2.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/node2.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/ps8-speech.html)
18:00:34	19903/19903	---M--	200	added ('OK')	text/html	etag:%224dbf-332f3fa5d6b40%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/node3.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/node3.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/ps8-speech.html)
18:00:35	2471/2471	---M--	200	added ('OK')	text/html	etag:%229a7-332f3fa6cad80%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/node4.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/node4.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/ps8-speech.html)
18:00:36	344/344	---M-Z	200	added ('OK')	text/css	etag:%22158-332f3f64fd240-gzip%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7-robot/ps7-robot.css	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7-robot/ps7-robot.css	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7-robot/ps7-robot.html)
